"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COVGCMED","Total health care","TOTPOPTX","% of total population","USA","United States","2017","2017",35.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","USA","United States","2018","2018",34,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","USA","United States","2019","2019",37.3,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2010","2010",74.4,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2011","2011",76.5,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2012","2012",76.7,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2013","2013",76.4,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2014","2014",75.7,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2015","2015",73.8,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2016","2016",75.5,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2017","2017",75.5,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2018","2018",75.2,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2019","2019",77.7,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","CHL","Chile","2020","2020",77.8,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2010","2010",94.5,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2011","2011",94,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2012","2012",93.7,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2013","2013",93.6,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2014","2014",93.9,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2015","2015",94,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2016","2016",94,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2017","2017",94.1,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2018","2018",94.5,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2019","2019",95,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","EST","Estonia","2020","2020",95.2,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2010","2010",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2011","2011",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2012","2012",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2013","2013",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2014","2014",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2015","2015",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2016","2016",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2017","2017",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2018","2018",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2019","2019",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","ISR","Israel","2020","2020",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2010","2010",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2011","2011",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2012","2012",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2013","2013",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2014","2014",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2015","2015",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2016","2016",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2017","2017",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2018","2018",100,,
"COVGCMED","Total health care","TOTPOPTX","% of total population","SVN","Slovenia","2019","2019",100,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2010","2010",52.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2011","2011",53.3,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2012","2012",54.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2013","2013",54.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2014","2014",55.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2015","2015",55.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2016","2016",55.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2017","2017",54.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2018","2018",54.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2019","2019",53.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUS","Australia","2020","2020",53,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2010","2010",33.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2011","2011",34.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2012","2012",34.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2013","2013",35.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2014","2014",35.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2015","2015",36.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2016","2016",36.5,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2017","2017",36.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2018","2018",37.2,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2019","2019",37.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","AUT","Austria","2020","2020",37.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2010","2010",78.9,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2011","2011",78.9,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2012","2012",79.7,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2013","2013",80.4,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2014","2014",82.2,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2015","2015",98,"E; B","Estimated value; Break"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2016","2016",98,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2017","2017",98,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2018","2018",98,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","BEL","Belgium","2019","2019",98,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2010","2010",68,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2011","2011",68,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2012","2012",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2013","2013",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2014","2014",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2015","2015",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2016","2016",67,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2017","2017",68,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2018","2018",68,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2019","2019",69,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CAN","Canada","2020","2020",68,"P","Provisional value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2011","2011",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2012","2012",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2013","2013",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",0.2,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2015","2015",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2016","2016",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2017","2017",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2018","2018",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2019","2019",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","CZE","Czech Republic","2020","2020",0,"E","Estimated value"
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",21.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",24.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",27.1,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",28.8,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",31.7,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",32,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",32.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",33.6,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",34.9,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",33.4,,
"PHINTPHI","Total private health insurance (PHI) coverage","TOTPOPTX","% of total population","FIN","Finland","2010","2010",16.1,,
